,Player_Name,Year,Rounds,Avg_Score,Wins,Top_10,Points,Fairway_Pct,Avg_Drive_Distance,GIR_Pct,Scrambling_Pct,Avg_SG_Putts,Avg_SG_OTT,Avg_SG_APP,Avg_SG_Total,Earnings
568,Francesco Molinari,2015,56,70.458,0,2.0,558.0,76.88,281.6,71.07,58.33,-0.255,0.324,0.572,0.604,"$997,389 "
569,David Toms,2015,62,71.092,0,2.0,383.0,74.5,270.0,64.66,63.96,-0.102,-0.041,-0.028,0.076,"$742,470 "
570,Chez Reavie,2015,56,71.146,0,0,268.0,71.89,286.3,69.64,55.88,-0.262,0.384,0.298,0.08,"$331,623 "
571,Justin Leonard,2015,61,71.517,0,0,188.0,71.7,271.6,62.57,61.8,0.231,-0.486,-0.224,-0.313,"$219,175 "
572,Jason Bohn,2015,95,70.235,0,5.0,1037.0,71.58,277.1,68.89,60.9,0.239,0.019,0.561,0.777,"$2,337,580 "
573,Steven Alker,2015,62,71.094,0,0,216.0,71.41,278.3,66.57,61.5,-0.146,-0.129,-0.114,0.017,"$236,862 "
574,Colt Knost,2015,90,70.698,0,4.0,628.0,71.24,276.6,67.44,58.93,0.348,-0.084,0.017,0.196,"$1,066,553 "
575,Zach Johnson,2015,90,69.753,1.0,8.0,1559.0,71.21,282.6,68.58,60.98,0.04,0.24,0.605,1.12,"$4,801,487 "
576,Jerry Kelly,2015,79,70.383,0,3.0,632.0,70.45,277.2,65.96,64.46,0.25,0.073,-0.052,0.436,"$1,336,607 "
577,Brendon Todd,2015,96,70.533,0,4.0,831.0,70.24,276.4,65.47,62.63,0.582,-0.168,0.136,0.83,"$1,809,192 "
578,Ryan Moore,2015,81,70.829,1.0,4.0,1208.0,70.05,282.6,65.24,60.25,0.16,0.071,0.246,0.578,"$2,642,306 "
579,Henrik Stenson,2015,63,69.354,0,4.0,952.0,69.91,296.4,73.52,62.24,0.436,0.448,1.244,2.21,"$4,755,070 "
580,Heath Slocum,2015,57,72.362,0,0,62.0,69.51,275.8,62.79,56.9,-0.594,-0.229,-0.759,-1.564,"$122,480 "
581,John Huh,2015,102,71.037,0,0,565.0,69.44,279.8,64.85,62.6,0.279,-0.041,-0.12,0.088,"$678,556 "
582,Brian Stuard,2015,97,71.341,0,1.0,447.0,69.31,276.5,63.2,60.23,0.116,-0.103,-0.2,-0.24,"$687,109 "
583,Spencer Levin,2015,99,70.837,0,1.0,496.0,69.09,283.7,68.27,59.75,-0.065,0.204,0.181,0.07,"$836,698 "
584,Jim Furyk,2015,71,69.845,1.0,6.0,1401.0,69.08,281.9,69.79,62.93,-0.024,0.064,1.081,1.634,"$3,732,664 "
585,Willy Wilcox,2015,58,69.804,0,4.0,649.0,68.98,296.6,72.53,62.55,0.322,0.662,0.144,1.186,"$1,168,302 "
586,Nicholas Thompson,2015,90,71.396,0,1.0,442.0,68.7,286.0,68.6,52.06,-0.493,0.37,-0.139,-0.712,"$667,185 "
587,Kevin Streelman,2015,95,71.282,0,2.0,771.0,68.63,289.5,68.99,58.66,-0.219,0.563,0.005,0.133,"$1,525,774 "
588,Cameron Tringale,2015,96,70.92,0,2.0,816.0,68.5,281.8,64.58,62.09,0.125,-0.074,-0.054,0.369,"$1,837,164 "
589,John Merrick,2015,78,71.334,0,0,311.0,68.32,285.0,67.64,57.31,-0.775,0.056,0.358,-0.356,"$391,513 "
590,Zac Blair,2015,108,70.714,0,1.0,538.0,67.91,273.1,65.54,64.81,0.527,-0.299,-0.188,0.171,"$1,244,676 "
591,Ken Duke,2015,93,71.306,0,3.0,493.0,67.91,278.1,64.17,58.71,-0.222,0.067,0.025,-0.378,"$817,675 "
592,William McGirt,2015,103,70.647,0,1.0,652.0,67.87,280.4,67.85,64.09,0.06,0.087,0.06,0.455,"$1,004,696 "
593,Webb Simpson,2015,81,70.31,0,5.0,953.0,67.85,289.4,67.81,64.38,-0.646,0.225,0.582,0.7,"$2,046,260 "
594,Jason Dufner,2015,76,70.633,0,2.0,546.0,67.81,286.7,69.03,55.28,-0.7,0.242,0.399,0.222,"$1,007,997 "
595,Russell Knox,2015,96,70.421,0,3.0,914.0,67.76,284.4,70.83,59.92,-0.021,0.098,0.622,0.806,"$1,916,666 "
596,Brian Davis,2015,86,71.656,0,2.0,387.0,67.66,275.5,62.26,60.68,0.081,-0.119,-0.503,-0.512,"$656,534 "
597,John Peterson,2015,84,70.735,0,0,588.0,67.52,288.1,68.32,63.47,-0.184,0.333,0.276,0.251,"$779,509 "
598,Ben Crane,2015,62,71.975,0,0,182.0,67.49,271.0,63.22,61.98,0.201,-0.303,-0.486,-0.558,"$203,254 "
599,Jon Curran,2015,83,70.849,0,5.0,540.0,67.46,273.5,66.39,61.72,-0.028,-0.406,0.077,-0.088,"$1,049,549 "
600,Jim Herman,2015,88,70.719,0,2.0,610.0,67.1,293.8,73.23,58.02,-0.03,0.467,0.285,0.376,"$1,212,778 "
601,Kevin Kisner,2015,104,70.344,0,6.0,1416.0,66.85,287.8,66.24,62.66,0.24,0.316,0.141,0.628,"$3,567,939 "
602,Bryce Molder,2015,91,70.779,0,2.0,595.0,66.8,277.9,65.45,62.85,0.508,-0.294,-0.181,0.189,"$1,165,547 "
603,Jason Gore,2015,76,71.273,0,2.0,564.0,66.67,290.4,67.52,54.87,-0.067,0.284,0.266,0.089,"$1,101,246 "
604,John Senden,2015,80,71.09,0,3.0,610.0,66.6,290.2,67.26,55.2,-0.061,0.331,-0.171,0.082,"$1,422,033 "
605,Mark Hubbard,2015,79,71.227,0,0,274.0,66.32,278.5,66.81,61.52,-0.102,-0.06,-0.35,-0.383,"$293,980 "
606,Billy Hurley III,2015,83,71.043,0,1.0,420.0,65.91,271.9,65.26,64.17,0.311,-0.635,0.114,-0.112,"$591,450 "
607,Roberto Castro,2015,54,71.334,0,0,167.0,65.76,279.8,66.11,54.43,-0.732,0.079,0.347,-0.12,"$179,723 "
608,Chad Campbell,2015,97,70.604,0,2.0,670.0,65.75,285.2,68.61,59.31,-0.045,0.13,0.192,0.437,"$1,015,707 "
609,Sung Joon Park,2015,79,71.469,0,1.0,426.0,65.73,283.7,64.72,64.42,-0.421,0.104,-0.326,-0.588,"$597,103 "
610,Pat Perez,2015,96,70.666,0,2.0,825.0,65.7,284.6,67.88,60.0,0.364,-0.01,0.187,0.586,"$1,588,664 "
611,Brendon de Jonge,2015,106,70.642,0,3.0,892.0,65.69,285.3,67.51,59.19,-0.007,0.276,0.196,0.312,"$1,594,935 "
612,Jonathan Byrd,2015,69,70.83,0,0,335.0,65.6,287.5,67.35,64.92,0.084,-0.145,-0.303,0.232,"$446,732 "
613,David Lingmerth,2015,90,70.8,1.0,4.0,1305.0,65.51,289.5,64.94,61.27,0.039,0.379,0.013,0.405,"$2,736,378 "
614,Graham DeLaet,2015,65,70.72,0,3.0,545.0,65.46,298.7,69.15,57.34,-0.012,0.027,0.328,0.287,"$988,349 "
615,Adam Hadwin,2015,95,71.021,0,3.0,584.0,65.43,288.2,66.55,58.39,0.235,0.088,-0.183,0.183,"$937,611 "
616,Hideki Matsuyama,2015,95,69.94,0,8.0,1374.0,65.25,294.5,69.2,61.92,0.076,0.496,0.637,1.464,"$3,758,619 "
617,Ben Martin,2015,93,70.95,1.0,5.0,1217.0,65.09,288.1,68.7,54.04,0.127,-0.016,0.268,0.28,"$2,717,305 "
618,Davis Love III,2015,51,71.289,1.0,2.0,649.0,64.94,294.7,67.43,57.19,-0.347,0.189,-0.335,-0.377,"$1,263,596 "
619,Keegan Bradley,2015,87,70.45,0,3.0,759.0,64.85,306.1,67.53,58.25,-0.07,0.436,0.389,1.018,"$1,565,079 "
620,Mark Wilson,2015,89,70.991,0,3.0,497.0,64.53,279.2,67.84,60.37,-0.065,-0.299,0.013,0.026,"$851,845 "
621,Russell Henley,2015,87,70.581,0,4.0,986.0,64.39,297.1,67.06,57.43,0.579,0.343,-0.269,0.462,"$2,110,774 "
622,Brian Harman,2015,90,70.647,0,3.0,704.0,64.37,287.9,66.67,59.63,0.236,0.322,-0.176,0.413,"$1,548,352 "
623,Derek Ernst,2015,75,71.453,0,0,250.0,64.3,295.1,66.51,57.24,-0.516,0.676,-0.547,-0.531,"$320,095 "
624,Chris Stroud,2015,84,71.194,0,2.0,531.0,64.22,283.0,65.67,59.92,-0.176,-0.249,0.132,0.002,"$746,814 "
625,Paul Casey,2015,87,69.806,0,7.0,1389.0,64.16,297.8,72.36,56.13,0.014,0.392,0.991,1.216,"$3,488,311 "
626,David Hearn,2015,97,70.843,0,4.0,890.0,64.16,280.6,67.98,57.42,0.358,-0.216,0.243,0.356,"$1,817,043 "
627,George McNeill,2015,93,70.478,0,1.0,715.0,64.1,286.2,66.43,61.21,0.212,-0.223,0.645,0.563,"$1,331,768 "
628,K.J. Choi,2015,66,71.372,0,0,358.0,64.09,276.5,63.8,63.12,0.415,-0.522,0.153,0.256,"$448,864 "
629,Sam Saunders,2015,83,71.668,0,1.0,413.0,64.0,293.2,65.23,57.79,-0.136,0.307,-0.294,-0.496,"$578,571 "
630,Danny Lee,2015,120,70.398,1.0,7.0,1561.0,63.92,283.1,65.69,60.86,0.374,-0.301,0.718,0.729,"$3,965,933 "
631,Justin Rose,2015,69,69.744,1.0,7.0,1742.0,63.87,303.5,70.54,59.14,0.023,0.55,0.692,1.493,"$5,462,677 "
632,Kevin Chappell,2015,86,70.672,0,2.0,602.0,63.86,293.5,66.02,59.32,0.168,0.16,-0.105,0.37,"$1,281,552 "
633,Chad Collins,2015,79,70.681,0,1.0,504.0,63.82,278.4,66.1,66.18,0.012,-0.25,0.246,0.214,"$747,899 "
634,Lucas Glover,2015,79,71.291,0,0,375.0,63.82,296.9,70.46,55.0,-1.351,0.591,0.691,-0.181,"$515,241 "
635,Alex Cejka,2015,94,71.117,1.0,1.0,739.0,63.78,283.3,65.7,60.39,-0.232,-0.233,0.113,-0.217,"$1,227,196 "
636,Billy Horschel,2015,99,71.05,0,2.0,903.0,63.77,295.0,69.33,57.61,0.244,0.366,0.137,0.446,"$1,735,751 "
637,Blayne Barber,2015,76,71.127,0,4.0,380.0,63.72,288.6,66.44,59.51,0.313,0.208,-0.352,0.015,"$768,383 "
638,Bill Lunde,2015,50,71.796,0,0,117.0,63.59,287.7,68.72,57.53,-0.52,0.11,-0.592,-1.244,"$128,788 "
639,Ian Poulter,2015,68,70.421,0,4.0,777.0,63.58,286.7,65.71,60.76,0.225,-0.054,0.235,0.554,"$1,690,587 "
640,Bill Haas,2015,89,70.672,1.0,5.0,1281.0,63.35,290.7,68.8,61.9,-0.229,0.14,0.422,0.46,"$3,064,024 "
641,Hudson Swafford,2015,97,70.732,0,1.0,554.0,63.34,298.9,68.54,55.39,0.36,0.273,0.109,0.338,"$959,391 "
642,Boo Weekley,2015,79,70.775,0,6.0,776.0,63.27,292.0,67.72,59.91,-0.246,0.548,0.108,0.425,"$1,689,914 "
643,Matt Kuchar,2015,97,70.04,0,5.0,1164.0,63.23,288.5,66.55,63.78,0.316,0.136,0.202,1.133,"$2,774,170 "
644,Tim Wilkinson,2015,73,71.944,0,0,183.0,63.09,279.1,62.44,58.33,-0.278,-0.326,-0.523,-0.847,"$171,654 "
645,Robert Allenby,2015,63,72.102,0,1.0,169.0,63.06,282.7,66.67,51.69,-0.754,-0.262,0.26,-0.97,"$271,887 "
646,Steve Wheatcroft,2015,87,71.072,0,2.0,536.0,63.03,288.3,64.59,60.68,0.345,0.148,-0.45,-0.038,"$973,024 "
647,Jordan Spieth,2015,91,68.938,4.0,14.0,4169.0,62.91,291.8,67.87,65.03,0.571,0.494,0.618,2.154,"$12,030,465 "
648,Troy Merritt,2015,91,71.458,1.0,3.0,930.0,62.83,285.2,63.37,61.83,0.384,-0.326,-0.199,-0.195,"$2,092,669 "
649,Scott Brown,2015,97,70.797,0,3.0,690.0,62.77,288.2,65.18,60.69,-0.031,0.296,0.031,0.185,"$1,161,750 "
650,Charlie Beljan,2015,76,72.01,0,1.0,369.0,62.61,309.8,65.51,48.77,-0.799,0.583,-0.293,-0.933,"$782,546 "
651,Kevin Na,2015,98,70.121,0,6.0,1062.0,62.51,280.1,64.56,62.87,0.233,-0.329,0.381,0.944,"$2,820,766 "
652,Greg Chalmers,2015,58,71.363,0,0,242.0,62.17,281.5,63.79,57.39,0.529,-0.323,-0.782,-0.605,"$291,016 "
653,Johnson Wagner,2015,68,70.807,0,3.0,551.0,62.11,290.7,68.95,59.47,0.203,-0.013,0.106,0.095,"$1,131,659 "
654,Rickie Fowler,2015,76,70.23,1.0,5.0,1498.0,62.08,296.8,65.81,61.1,0.309,0.123,0.59,1.088,"$5,773,430 "
655,Shawn Stefani,2015,94,70.421,0,3.0,987.0,62.06,296.3,68.79,56.44,0.074,0.332,0.283,0.497,"$1,757,803 "
656,Alex Prugh,2015,84,71.089,0,2.0,433.0,62.03,295.2,70.14,53.02,-0.055,0.319,-0.085,-0.004,"$636,373 "
657,Chris Kirk,2015,76,70.959,1.0,3.0,1087.0,61.97,285.8,64.54,60.3,0.065,-0.15,0.302,0.414,"$2,369,326 "
658,Scott Langley,2015,94,71.032,0,0,448.0,61.9,280.5,64.67,59.15,0.018,-0.128,0.056,0.126,"$638,182 "
659,Daniel Summerhays,2015,101,70.397,0,3.0,720.0,61.79,284.0,65.62,57.76,0.644,-0.111,0.194,0.541,"$1,633,957 "
660,Oscar Fraustro,2015,58,72.08,0,1.0,171.0,61.78,289.5,63.17,56.42,-0.283,0.259,-0.637,-1.316,"$262,475 "
661,Kyle Reifers,2015,96,70.854,0,2.0,626.0,61.59,288.0,67.03,61.36,0.036,0.108,-0.084,0.136,"$1,179,228 "
662,Michael Putnam,2015,87,71.156,0,0,407.0,61.47,288.8,70.13,59.08,-0.526,-0.025,0.42,-0.153,"$557,803 "
663,Brice Garnett,2015,81,71.453,0,1.0,398.0,61.25,287.1,68.28,55.65,-0.089,-0.198,-0.327,-0.532,"$637,789 "
664,Brendan Steele,2015,88,70.413,0,4.0,895.0,61.13,302.9,68.52,60.08,-0.047,0.363,0.6,0.958,"$1,759,484 "
665,Nick Watney,2015,91,70.68,0,3.0,847.0,61.08,294.0,67.34,58.69,-0.403,0.31,0.238,0.258,"$1,733,873 "
666,Brandt Snedeker,2015,98,70.158,1.0,8.0,1537.0,60.98,288.4,64.97,63.27,0.588,-0.126,-0.199,0.607,"$3,698,056 "
667,Gonzalo Fernandez-Castaí±o,2015,81,71.5,0,0,272.0,60.97,289.3,63.92,57.8,-0.522,0.187,-0.495,-0.646,"$312,053 "
668,Scott Pinckney,2015,88,71.103,0,3.0,645.0,60.95,290.3,67.61,55.75,0.294,0.123,-0.409,-0.131,"$1,259,389 "
669,Fabiíçn Gí_mez,2015,83,71.207,1.0,2.0,797.0,60.88,283.2,63.52,58.72,0.062,-0.216,-0.057,-0.324,"$1,651,012 "
670,Charl Schwartzel,2015,67,71.093,0,3.0,584.0,60.81,300.4,64.99,54.66,-0.555,0.669,-0.132,0.073,"$1,209,528 "
671,Daniel Berger,2015,97,70.581,0,5.0,899.0,60.74,302.1,68.84,60.66,-0.193,0.372,0.526,0.489,"$3,028,901 "
672,Sean O'Hair,2015,86,71.03,0,2.0,719.0,60.74,295.3,64.34,59.42,0.169,0.153,-0.284,0.18,"$1,662,300 "
673,Bo Van Pelt,2015,81,71.497,0,2.0,322.0,60.73,289.5,66.88,55.84,0.118,-0.296,0.054,-0.25,"$580,611 "
674,Adam Scott,2015,51,70.456,0,3.0,585.0,60.69,311.6,69.62,54.09,-0.396,0.682,0.114,0.206,"$1,382,365 "
675,Whee Kim,2015,71,71.097,0,2.0,393.0,60.4,282.4,68.2,57.72,-0.093,-0.201,0.324,-0.013,"$755,998 "
676,Cameron Percy,2015,72,71.039,0,1.0,361.0,60.31,290.0,67.78,56.16,-0.142,0.128,-0.002,0.02,"$575,943 "
677,Rory Sabbatini,2015,81,70.435,0,4.0,678.0,60.3,290.0,67.83,63.11,-0.106,0.094,0.375,0.461,"$1,525,784 "
678,J.J. Henry,2015,94,71.334,1.0,1.0,620.0,60.29,292.3,69.88,54.3,-0.414,0.066,-0.088,-0.308,"$1,046,123 "
679,Jonas Blixt,2015,78,71.238,0,1.0,471.0,60.26,287.6,62.71,58.57,0.122,-0.115,-0.655,-0.44,"$703,664 "
680,Jamie Donaldson,2015,50,71.102,0,2.0,447.0,60.09,294.9,63.83,59.48,0.349,0.095,-0.15,0.341,"$938,664 "
681,Vijay Singh,2015,78,70.761,0,1.0,490.0,60.06,290.6,66.24,60.97,-0.511,0.152,0.42,0.302,"$752,462 "
682,Sangmoon Bae,2015,98,71.036,1.0,4.0,1025.0,60.03,289.8,62.93,61.16,0.26,0.251,-0.276,0.059,"$2,599,632 "
683,James Hahn,2015,94,70.896,1.0,2.0,1012.0,59.89,295.1,66.13,58.46,0.048,0.106,0.135,0.355,"$2,064,783 "
684,Louis Oosthuizen,2015,68,70.16,0,6.0,1088.0,59.84,298.8,68.28,61.3,-0.22,0.339,0.397,0.605,"$3,251,174 "
685,Carlos Ortiz,2015,100,71.098,0,1.0,515.0,59.84,298.4,66.84,55.5,0.172,0.355,-0.238,0.124,"$964,137 "
686,Matt Jones,2015,89,70.812,0,3.0,821.0,59.7,296.0,64.05,61.27,0.401,0.249,-0.319,0.664,"$1,995,553 "
687,Lee Westwood,2015,56,70.484,0,1.0,530.0,59.7,300.0,66.45,52.23,0.595,0.094,0.292,0.879,"$946,628 "
688,Greg Owen,2015,58,71.512,0,2.0,608.0,59.63,293.8,69.25,59.81,-0.798,0.036,0.407,-0.226,"$1,180,794 "
689,Geoff Ogilvy,2015,50,71.559,0,1.0,350.0,59.59,293.7,66.55,51.56,-0.692,0.138,0.082,-0.432,"$653,925 "
690,Sergio Garcia,2015,59,69.958,0,4.0,1051.0,59.47,300.0,67.56,58.41,-0.022,0.442,0.468,1.045,"$2,670,229 "
691,Robert Streb,2015,110,70.13,1.0,9.0,1720.0,59.47,297.1,69.14,59.57,0.381,0.309,0.175,1.093,"$3,947,424 "
692,Roger Sloan,2015,56,72.533,0,0,103.0,59.45,293.6,63.14,53.62,-0.502,-0.168,-0.746,-1.605,"$133,048 "
693,Andrew Svoboda,2015,80,72.119,0,1.0,266.0,59.32,287.1,63.6,51.08,-0.026,-0.171,-0.41,-1.067,"$418,963 "
694,Erik Compton,2015,86,71.228,0,1.0,471.0,59.31,288.4,63.18,60.53,0.469,-0.216,-0.217,0.084,"$676,602 "
695,Scott Piercy,2015,90,70.688,1.0,4.0,1127.0,59.3,296.7,66.73,58.63,0.006,0.27,0.224,0.329,"$2,780,027 "
696,Luke Donald,2015,71,70.555,0,2.0,484.0,59.28,277.0,65.57,61.14,0.289,-0.793,0.573,0.584,"$1,026,643 "
697,Carl Pettersson,2015,106,70.866,0,3.0,723.0,59.05,291.6,63.0,62.18,0.335,-0.038,0.035,0.236,"$1,186,763 "
698,Hunter Mahan,2015,88,71.124,0,3.0,648.0,58.91,295.1,65.79,59.6,0.39,-0.023,-0.249,0.12,"$1,617,973 "
699,Jeff Overton,2015,94,70.836,0,1.0,458.0,58.87,284.8,65.7,58.8,0.105,-0.036,0.041,0.091,"$561,614 "
700,Luke Guthrie,2015,84,71.211,0,1.0,373.0,58.86,283.9,63.75,57.57,0.11,-0.314,0.02,-0.037,"$575,150 "
701,Tom Hoge,2015,83,70.812,0,2.0,441.0,58.84,292.2,66.03,58.59,0.005,0.035,0.456,0.415,"$690,319 "
702,Martin Laird,2015,77,70.772,0,3.0,628.0,58.54,300.5,66.31,60.17,0.1,-0.078,0.302,0.306,"$1,124,988 "
703,Harris English,2015,105,70.235,0,3.0,932.0,58.51,298.4,67.05,61.65,0.56,0.009,0.207,0.777,"$1,971,687 "
704,Justin Thomas,2015,106,70.105,0,7.0,1007.0,58.24,303.2,68.92,61.55,0.042,0.352,0.385,0.968,"$2,278,564 "
705,Michael Thompson,2015,83,71.23,0,1.0,378.0,58.24,289.3,65.43,55.36,0.153,-0.089,-0.301,-0.195,"$599,835 "
706,Byron Smith,2015,59,71.801,0,0,96.0,58.15,291.9,68.89,54.22,-0.597,-0.085,-0.149,-0.873,"$153,930 "
707,Andres Gonzales,2015,90,71.427,0,3.0,531.0,58.06,294.5,66.67,55.62,0.177,-0.386,-0.349,-0.537,"$925,335 "
708,Charley Hoffman,2015,97,70.613,1.0,6.0,1512.0,58.01,298.9,66.19,58.74,0.065,0.47,0.137,0.335,"$4,041,089 "
709,Scott Stallings,2015,60,71.961,0,1.0,447.0,57.74,291.8,65.0,54.23,-0.392,-0.061,-0.053,-0.558,"$919,619 "
710,Jim Renner,2015,68,72.431,0,0,63.0,57.44,283.3,65.24,54.96,-0.995,-0.501,0.085,-1.449,"$90,668 "
711,Stewart Cink,2015,77,70.774,0,1.0,494.0,57.35,293.6,72.94,58.13,0.102,0.087,0.561,0.468,"$694,655 "
712,Brooks Koepka,2015,84,69.861,1.0,8.0,1544.0,57.33,308.2,69.48,56.63,0.421,0.407,0.2,1.081,"$3,571,900 "
713,Patrick Rodgers,2015,57,70.619,0,0,0.0,56.97,307.7,66.77,56.47,-0.003,0.68,-0.456,0.129,0
714,Chesson Hadley,2015,101,71.798,0,3.0,626.0,56.87,290.7,63.59,57.7,0.168,-0.08,-0.218,-0.357,"$1,135,529 "
715,Martin Flores,2015,95,70.919,0,0,345.0,56.83,296.8,68.32,58.77,-0.216,0.349,-0.142,0.038,"$449,274 "
716,Ernie Els,2015,57,71.83,0,0,233.0,56.79,291.7,64.52,56.59,-0.609,-0.285,0.192,-0.6,"$453,579 "
717,Robert Garrigus,2015,70,71.774,0,0,226.0,56.72,301.7,63.97,53.04,-0.697,0.345,-0.318,-0.887,"$253,699 "
718,Retief Goosen,2015,81,71.667,0,3.0,519.0,56.57,292.6,62.19,59.35,0.027,-0.271,-0.056,-0.338,"$921,830 "
719,Ryan Palmer,2015,80,70.102,0,4.0,817.0,56.57,305.2,66.81,60.57,0.147,0.356,0.529,0.96,"$1,974,523 "
720,Bubba Watson,2015,71,69.296,2.0,7.0,2407.0,56.55,315.2,69.32,61.89,0.212,1.194,0.684,2.088,"$6,876,797 "
721,Max Homa,2015,78,71.763,0,1.0,278.0,56.45,294.2,62.99,59.23,-0.11,0.066,-0.467,-0.729,"$380,339 "
722,Jason Kokrak,2015,88,70.654,0,2.0,614.0,56.41,305.6,67.3,58.3,-0.012,0.464,-0.014,0.293,"$1,033,489 "
723,Ryo Ishikawa,2015,90,71.246,0,2.0,458.0,56.39,289.2,66.41,55.45,-0.103,-0.408,0.436,-0.051,"$851,044 "
724,D.A. Points,2015,72,71.701,0,0,244.0,56.37,280.8,64.29,59.78,-0.054,-0.82,0.224,-0.451,"$390,607 "
725,Gary Woodland,2015,81,70.982,0,4.0,1037.0,56.21,305.5,66.74,56.66,0.077,0.177,0.227,0.198,"$2,605,083 "
726,Nick Taylor,2015,91,71.716,1.0,1.0,549.0,56.05,292.3,64.41,58.32,0.112,-0.08,-0.224,-0.377,"$1,072,360 "
727,Jhonattan Vegas,2015,90,71.326,0,0,353.0,56.01,299.9,65.44,59.25,0.086,0.173,-0.314,-0.267,"$446,345 "
728,Phil Mickelson,2015,70,70.585,0,3.0,849.0,55.98,300.5,61.51,59.38,0.262,0.072,0.022,0.581,"$2,154,200 "
729,Jason Day,2015,75,69.161,3.0,8.0,2459.0,55.94,313.7,70.83,65.34,0.586,0.772,0.461,2.106,"$9,403,330 "
730,íngel Cabrera,2015,53,71.734,0,0,208.0,55.9,299.7,64.88,50.45,-0.572,0.06,0.336,-0.604,"$381,942 "
731,Eric Axley,2015,57,71.977,0,0,152.0,55.54,286.4,61.21,60.68,0.15,-0.541,-0.372,-0.952,"$170,687 "
732,Dustin Johnson,2015,75,69.585,1.0,8.0,1718.0,55.53,317.7,67.05,57.85,0.128,0.96,0.579,1.455,"$5,509,467 "
733,Jonathan Randolph,2015,72,71.606,0,0,209.0,55.19,287.2,64.37,60.8,0.132,-0.408,-0.234,-0.718,"$256,066 "
734,Marc Leishman,2015,74,70.569,0,4.0,854.0,54.99,294.8,65.62,56.67,-0.02,0.021,0.199,0.302,"$1,762,267 "
735,Andrew Putnam,2015,68,72.278,0,0,192.0,54.98,278.7,59.9,56.71,0.525,-1.411,-0.132,-0.905,"$282,879 "
736,Seung-Yul Noh,2015,65,71.465,0,1.0,432.0,54.87,292.7,65.9,54.89,0.066,-0.555,0.147,-0.154,"$711,609 "
737,Morgan Hoffmann,2015,85,70.988,0,2.0,627.0,54.83,296.1,61.11,59.16,0.232,-0.032,-0.347,0.196,"$1,111,240 "
738,Patrick Reed,2015,103,70.292,1.0,3.0,1593.0,54.78,292.9,64.42,61.99,0.394,-0.071,0.263,0.859,"$3,590,566 "
739,Tony Finau,2015,106,70.281,0,5.0,985.0,54.3,309.0,67.61,56.15,-0.006,0.383,0.224,0.628,"$2,095,186 "
740,Camilo Villegas,2015,83,71.067,0,0,467.0,54.12,292.2,63.05,59.06,0.195,-0.296,0.133,0.176,"$718,497 "
741,Ricky Barnes,2015,82,71.647,0,1.0,347.0,54.1,283.3,60.47,60.0,0.159,-0.819,-0.072,-0.396,"$614,455 "
742,J.B. Holmes,2015,89,70.581,1.0,5.0,1484.0,54.05,309.9,63.66,59.35,-0.004,0.427,0.253,0.944,"$4,037,430 "
743,Steven Bowditch,2015,103,70.835,1.0,2.0,1287.0,54.04,302.1,63.43,65.19,0.144,-0.053,0.056,0.4,"$3,075,410 "
744,Tyrone Van Aswegen,2015,58,71.684,0,0,142.0,53.39,285.6,66.77,58.2,-0.152,-1.081,0.471,-0.58,"$168,234 "
745,Andres Romero,2015,69,71.427,0,2.0,312.0,52.67,295.3,61.7,56.7,0.19,-0.269,-0.221,-0.374,"$617,253 "
746,Charles Howell III,2015,105,70.872,0,3.0,692.0,52.43,302.7,68.57,56.06,-0.216,0.34,0.199,0.383,"$1,257,361 "
747,Jimmy Walker,2015,89,70.268,2.0,6.0,2014.0,52.23,301.6,66.09,57.71,0.692,-0.161,0.334,0.933,"$4,521,350 "
748,Padraig Harrington,2015,60,71.95,1.0,1.0,610.0,51.72,290.5,61.02,57.01,-0.493,-0.434,-0.165,-0.756,"$1,330,852 "
749,Derek Fathauer,2015,81,71.431,0,1.0,263.0,51.63,288.8,61.33,57.46,0.301,-0.455,-0.198,-0.173,"$482,023 "
750,Matt Every,2015,73,72.419,1.0,1.0,727.0,51.52,286.6,58.1,55.87,0.075,-0.925,-0.074,-0.968,"$1,521,816 "
751,Aaron Baddeley,2015,76,71.218,0,1.0,336.0,50.29,294.1,62.46,61.0,0.722,-0.596,-0.719,-0.223,"$439,925 "
752,David Toms,2014,64,70.35,0,2.0,498.0,75.49,275.1,68.73,61.6,0.055,0.083,0.203,0.46,"$801,355 "
753,Tim Clark,2014,75,70.738,1.0,3.0,1111.0,74.02,272.2,64.3,59.34,0.025,-0.286,0.253,0.086,"$2,066,344 "
754,Justin Hicks,2014,103,70.836,0,3.0,923.0,73.46,285.1,71.44,54.81,0.069,0.456,0.172,0.066,"$1,544,061 "
755,Jim Furyk,2014,84,69.2,0,8.0,1851.0,73.18,279.3,68.75,69.33,0.091,0.121,1.175,1.796,"$5,987,395 "
756,Heath Slocum,2014,71,70.737,0,1.0,419.0,72.41,277.8,67.31,61.58,-0.078,0.203,0.083,0.249,"$566,167 "
757,Zach Johnson,2014,97,70.159,1.0,5.0,1552.0,70.51,282.2,67.42,60.75,0.106,0.145,0.513,0.857,"$3,353,417 "
758,Billy Hurley III,2014,86,70.696,0,4.0,630.0,70.44,276.7,65.89,61.36,0.039,-0.103,0.25,0.309,"$1,145,299 "
759,Ken Duke,2014,80,71.137,0,0,305.0,70.18,275.5,67.17,57.48,-0.409,-0.092,0.329,-0.178,"$455,589 "
